order_id,customer_id,pet_id,order_date,product_id,qty_lbs,unit_price,total_amount,delivery_status,rating,channel
BB000645,C0052,PET0063,2026-03-19,P02,4.0,13.0,52.0,Delivered,,Web
BB000646,C0052,PET0063,2026-03-27,P02,7.0,13.0,91.0,Delivered,,Pickup
BB000647,C0052,PET0063,2026-04-10,P02,3.0,13.0,39.0,Delivered,4,Pickup
BB000648,C0052,PET0063,2026-04-24,P02,6.0,13.0,78.0,Delivered,5,Re-order Email
BB000649,C0053,PET0064,2025-10-16,P10,3.0,13.0,39.0,Delivered,,Web
BB000650,C0053,PET0064,2025-10-28,P08,4.0,15.5,62.0,Delivered,,Web
BB000651,C0053,PET0064,2025-11-08,P10,4.0,13.0,52.0,Delivered,,Web
BB000652,C0053,PET0064,2025-11-15,P10,6.0,13.0,78.0,Delivered,4,Web
BB000653,C0053,PET0064,2025-11-24,P10,7.0,13.0,91.0,Delivered,,Web
BB000654,C0053,PET0064,2025-12-06,P10,4.0,13.0,52.0,Delivered,,Web
BB000655,C0053,PET0064,2025-12-14,P08,4.0,15.5,62.0,Delivered,,Web
BB000656,C0053,PET0064,2025-12-21,P10,5.0,13.0,65.0,Delivered,5,Web
BB000657,C0053,PET0064,2025-12-31,P10,5.0,13.0,65.0,Delivered,5,Web
BB000658,C0054,PET0065,2025-09-13,P03,6.0,13.5,81.0,Delivered,,Web
BB000659,C0054,PET0065,2025-09-20,P03,5.0,13.5,67.5,Delivered,,Web
BB000660,C0054,PET0065,2025-09-29,P03,3.0,13.5,40.5,Delivered,,Web
BB000661,C0054,PET0065,2025-10-08,P03,3.0,13.5,40.5,Delivered,,Web
BB000662,C0054,PET0065,2025-10-17,P03,7.0,13.5,94.5,Delivered,5,Web
BB000663,C0054,PET0065,2025-10-27,P03,6.0,13.5,81.0,Delivered,,Web
BB000664,C0054,PET0065,2025-11-09,P06,5.0,14.5,72.5,Delivered,,Re-order Email
BB000665,C0054,PET0065,2025-11-19,P03,5.0,13.5,67.5,Delivered,,Web
BB000666,C0054,PET0065,2025-11-29,P03,6.0,13.5,81.0,Delivered,5,Re-order Email
BB000667,C0054,PET0065,2025-12-10,P03,3.0,13.5,40.5,Delivered,5,Re-order Email
BB000668,C0054,PET0065,2025-12-18,P03,3.0,13.5,40.5,Delivered,,Pickup
BB000669,C0054,PET0065,2025-12-26,P03,6.0,13.5,81.0,Delivered,5,Web
BB000670,C0054,PET0065,2026-01-04,P03,6.0,13.5,81.0,Delivered,,Web
BB000671,C0054,PET0065,2026-01-16,P02,5.0,13.0,65.0,Delivered,5,Re-order Email
BB000672,C0054,PET0065,2026-01-25,P03,4.0,13.5,54.0,Delivered,,Web
BB000673,C0054,PET0065,2026-02-07,P07,3.0,13.5,40.5,Delivered,,Web
BB000674,C0054,PET0065,2026-02-19,P03,7.0,13.5,94.5,Delivered,5,Web
BB000675,C0054,PET0065,2026-02-26,P12,4.0,12.5,50.0,Delivered,,Re-order Email
BB000676,C0054,PET0065,2026-03-05,P02,6.0,13.0,78.0,Delivered,,Re-order Email
BB000677,C0054,PET0065,2026-03-18,P03,4.0,13.5,54.0,Delivered,,Web
BB000678,C0054,PET0065,2026-03-28,P06,3.0,14.5,43.5,Delivered,,Pickup
BB000679,C0054,PET0065,2026-04-05,P03,6.0,13.5,81.0,Delivered,4,Re-order Email
BB000680,C0054,PET0065,2026-04-17,P03,4.0,13.5,54.0,Delivered,,Re-order Email
BB000681,C0054,PET0065,2026-04-25,P03,4.0,13.5,54.0,Delivered,,Pickup
BB000682,C0055,PET0066,2025-11-07,P07,3.0,13.5,40.5,Delivered,,Web
BB000683,C0055,PET0066,2025-11-19,P07,5.0,13.5,67.5,Delivered,5,Re-order Email
BB000684,C0055,PET0066,2025-11-30,P09,4.0,12.5,50.0,Delivered,3,Web
BB000685,C0055,PET0066,2025-12-14,P07,5.0,13.5,67.5,Delivered,,Web
BB000686,C0055,PET0066,2025-12-27,P07,3.0,13.5,40.5,Delivered,3,Web
BB000687,C0055,PET0066,2026-01-05,P07,3.0,13.5,40.5,Delivered,,Web
BB000688,C0055,PET0066,2026-01-17,P07,4.0,13.5,54.0,Delivered,,Re-order Email
BB000689,C0055,PET0066,2026-01-25,P07,5.0,13.5,67.5,Delivered,,Web
BB000690,C0055,PET0066,2026-02-01,P07,4.0,13.5,54.0,Delivered,,Re-order Email
BB000691,C0055,PET0066,2026-02-09,P07,3.0,13.5,40.5,Delivered,4,Web
BB000692,C0055,PET0066,2026-02-21,P07,3.0,13.5,40.5,Delivered,5,Web
BB000693,C0055,PET0066,2026-03-01,P07,4.0,13.5,54.0,Delivered,,Pickup
BB000694,C0055,PET0066,2026-03-14,P09,3.0,12.5,37.5,Delivered,,Web
BB000695,C0055,PET0066,2026-03-28,P07,5.0,13.5,67.5,Delivered,,Pickup
BB000696,C0055,PET0066,2026-04-05,P07,7.0,13.5,94.5,Delivered,5,Web
BB000697,C0055,PET0066,2026-04-13,P11,3.0,12.0,36.0,Delivered,,Web
BB000698,C0055,PET0066,2026-04-20,P07,2.0,13.5,27.0,Delivered,5,Web
BB000699,C0055,PET0067,2025-11-09,P12,2.0,12.5,25.0,Delivered,,Re-order Email
BB000700,C0055,PET0067,2025-11-16,P12,3.0,12.5,37.5,Delivered,4,Web
BB000701,C0055,PET0067,2025-11-24,P06,3.0,14.5,43.5,Delivered,4,Re-order Email
BB000702,C0055,PET0067,2025-12-01,P11,6.0,12.0,72.0,Delivered,,Web
BB000703,C0055,PET0067,2025-12-12,P12,4.0,12.5,50.0,Delivered,,Web
BB000704,C0055,PET0067,2025-12-22,P12,5.0,12.5,62.5,Delivered,5,Web
BB000705,C0055,PET0067,2025-12-29,P12,4.0,12.5,50.0,Delivered,,Web
BB000706,C0055,PET0067,2026-01-05,P12,3.0,12.5,37.5,Delivered,,Pickup
BB000707,C0055,PET0067,2026-01-13,P12,4.0,12.5,50.0,Delivered,,Pickup
BB000708,C0055,PET0067,2026-01-22,P12,4.0,12.5,50.0,Delivered,5,Web
BB000709,C0055,PET0067,2026-02-01,P12,3.0,12.5,37.5,Delivered,,Pickup
BB000710,C0055,PET0067,2026-02-10,P03,3.0,13.5,40.5,Delivered,,Web
BB000711,C0055,PET0067,2026-02-21,P11,6.0,12.0,72.0,Delivered,,Re-order Email
BB000712,C0055,PET0067,2026-03-04,P12,6.0,12.5,75.0,Delivered,,Web
BB000713,C0055,PET0067,2026-03-13,P12,3.0,12.5,37.5,Delivered,,Web
BB000714,C0055,PET0067,2026-03-21,P11,5.0,12.0,60.0,Delivered,,Web
BB000715,C0055,PET0067,2026-04-02,P12,4.0,12.5,50.0,Delivered,5,Web
BB000716,C0055,PET0067,2026-04-10,P12,6.0,12.5,75.0,Delivered,5,Web
BB000717,C0056,PET0068,2026-04-29,P03,5.0,13.5,67.5,Delivered,,Pickup
BB000718,C0056,PET0069,2025-06-16,P08,6.0,15.5,93.0,Delivered,,Web
BB000719,C0056,PET0069,2025-06-28,P08,4.0,15.5,62.0,Delivered,,Web
BB000720,C0056,PET0069,2025-07-11,P08,3.0,15.5,46.5,Delivered,,Re-order Email
BB000721,C0056,PET0069,2025-07-21,P08,3.0,15.5,46.5,Delivered,,Pickup
BB000722,C0056,PET0069,2025-07-29,P08,7.0,15.5,108.5,Delivered,,Re-order Email
BB000723,C0056,PET0069,2025-08-11,P08,4.0,15.5,62.0,Delivered,,Web
BB000724,C0056,PET0069,2025-08-23,P08,3.0,15.5,46.5,Delivered,,Web
BB000725,C0056,PET0069,2025-09-02,P08,3.0,15.5,46.5,Delivered,,Web
BB000726,C0056,PET0069,2025-09-11,P08,4.0,15.5,62.0,Delivered,,Pickup
BB000727,C0056,PET0069,2025-09-22,P03,6.0,13.5,81.0,Delivered,,Web
BB000728,C0056,PET0069,2025-10-04,P08,5.0,15.5,77.5,Delivered,,Web
BB000729,C0056,PET0069,2025-10-11,P01,4.0,14.5,58.0,Delivered,5,Pickup
BB000730,C0056,PET0069,2025-10-20,P08,7.0,15.5,108.5,Delivered,5,Web
BB000731,C0056,PET0069,2025-10-29,P08,6.0,15.5,93.0,Delivered,4,Web
BB000732,C0056,PET0069,2025-11-11,P08,7.0,15.5,108.5,Delivered,,Web
BB000733,C0056,PET0069,2025-11-19,P08,4.0,15.5,62.0,Delivered,5,Re-order Email
BB000734,C0056,PET0069,2025-11-27,P08,4.0,15.5,62.0,Delivered,,Web
BB000735,C0056,PET0069,2025-12-04,P08,6.0,15.5,93.0,Delivered,,Web
BB000736,C0056,PET0069,2025-12-11,P08,7.0,15.5,108.5,Delivered,4,Re-order Email
BB000737,C0056,PET0069,2025-12-18,P07,3.0,13.5,40.5,Delivered,,Web
BB000738,C0056,PET0069,2025-12-29,P08,6.0,15.5,93.0,Delivered,,Web
BB000739,C0056,PET0069,2026-01-08,P08,3.0,15.5,46.5,Delivered,5,Web
BB000740,C0056,PET0069,2026-01-17,P08,4.0,15.5,62.0,Delivered,,Web
BB000741,C0056,PET0069,2026-01-25,P08,4.0,15.5,62.0,Delivered,5,Web
BB000742,C0056,PET0069,2026-02-04,P04,6.0,14.0,84.0,Delivered,,Web
BB000743,C0056,PET0069,2026-02-11,P08,5.0,15.5,77.5,Delivered,5,Re-order Email
BB000744,C0056,PET0069,2026-02-19,P08,4.0,15.5,62.0,Delivered,5,Pickup
BB000745,C0056,PET0069,2026-02-27,P08,2.0,15.5,31.0,Delivered,5,Web
BB000746,C0056,PET0069,2026-03-06,P04,6.0,14.0,84.0,Delivered,,Web
BB000747,C0056,PET0069,2026-03-14,P08,5.0,15.5,77.5,Delivered,,Web
BB000748,C0056,PET0069,2026-03-22,P08,5.0,15.5,77.5,Delivered,5,Web
BB000749,C0056,PET0069,2026-04-04,P08,4.0,15.5,62.0,Delivered,,Web
BB000750,C0056,PET0069,2026-04-16,P08,6.0,15.5,93.0,Delivered,3,Web
BB000751,C0056,PET0069,2026-04-26,P08,5.0,15.5,77.5,Delivered,,Web
BB000752,C0056,PET0070,2025-06-14,P07,4.0,13.5,54.0,Delivered,,Web
BB000753,C0056,PET0070,2025-06-21,P09,5.0,12.5,62.5,Delivered,,Web
BB000754,C0056,PET0070,2025-07-02,P09,3.0,12.5,37.5,Delivered,,Pickup
BB000755,C0056,PET0070,2025-07-14,P09,5.0,12.5,62.5,Delivered,,Web
BB000756,C0056,PET0070,2025-07-22,P08,3.0,15.5,46.5,Delivered,,Re-order Email
BB000757,C0056,PET0070,2025-07-30,P09,5.0,12.5,62.5,Delivered,,Pickup
BB000758,C0056,PET0070,2025-08-08,P09,5.0,12.5,62.5,Delivered,,Pickup
BB000759,C0056,PET0070,2025-08-18,P03,6.0,13.5,81.0,Delivered,,Web
BB000760,C0056,PET0070,2025-08-30,P08,6.0,15.5,93.0,Delivered,,Web
BB000761,C0056,PET0070,2025-09-06,P10,3.0,13.0,39.0,Delivered,5,Web
BB000762,C0056,PET0070,2025-09-19,P09,6.0,12.5,75.0,Delivered,,Web
BB000763,C0056,PET0070,2025-10-01,P09,6.0,12.5,75.0,Delivered,4,Web
BB000764,C0056,PET0070,2025-10-11,P09,6.0,12.5,75.0,Delivered,,Pickup
BB000765,C0056,PET0070,2025-10-24,P09,5.0,12.5,62.5,Delivered,,Web
BB000766,C0056,PET0070,2025-11-01,P09,5.0,12.5,62.5,Delivered,5,Pickup
BB000767,C0056,PET0070,2025-11-09,P09,4.0,12.5,50.0,Delivered,,Web
BB000768,C0056,PET0070,2025-11-20,P10,4.0,13.0,52.0,Delivered,,Pickup
BB000769,C0056,PET0070,2025-11-28,P09,4.0,12.5,50.0,Delivered,,Re-order Email
BB000770,C0056,PET0070,2025-12-11,P09,5.0,12.5,62.5,Delivered,5,Pickup
BB000771,C0056,PET0070,2025-12-22,P09,3.0,12.5,37.5,Delivered,5,Web
BB000772,C0056,PET0070,2026-01-02,P09,7.0,12.5,87.5,Delivered,,Pickup
BB000773,C0056,PET0070,2026-01-16,P09,2.0,12.5,25.0,Delivered,,Web
BB000774,C0056,PET0070,2026-01-28,P09,6.0,12.5,75.0,Delivered,,Web
BB000775,C0056,PET0070,2026-02-07,P10,4.0,13.0,52.0,Delivered,4,Pickup
BB000776,C0056,PET0070,2026-02-16,P08,2.0,15.5,31.0,Delivered,,Pickup
BB000777,C0056,PET0070,2026-02-27,P07,4.0,13.5,54.0,Delivered,,Web
BB000778,C0056,PET0070,2026-03-09,P09,2.0,12.5,25.0,Delivered,5,Re-order Email
BB000779,C0056,PET0070,2026-03-21,P09,4.0,12.5,50.0,Delivered,5,Re-order Email
BB000780,C0056,PET0070,2026-03-29,P09,4.0,12.5,50.0,Delivered,5,Web
BB000781,C0056,PET0070,2026-04-09,P09,6.0,12.5,75.0,Delivered,,Web
BB000782,C0056,PET0070,2026-04-16,P09,5.0,12.5,62.5,Delivered,,Web
BB000783,C0056,PET0070,2026-04-28,P10,5.0,13.0,65.0,Delivered,4,Re-order Email
BB000784,C0059,PET0073,2025-11-02,P03,4.0,13.5,54.0,Delivered,5,Web
BB000785,C0059,PET0073,2025-11-13,P03,5.0,13.5,67.5,Delivered,,Web
BB000786,C0059,PET0073,2025-11-23,P02,6.0,13.0,78.0,Delivered,,Web
BB000787,C0059,PET0073,2025-12-06,P03,7.0,13.5,94.5,Delivered,,Re-order Email
BB000788,C0059,PET0073,2025-12-20,P03,4.0,13.5,54.0,Delivered,5,Re-order Email
BB000789,C0059,PET0073,2025-12-28,P03,3.0,13.5,40.5,Delivered,5,Web
BB000790,C0059,PET0073,2026-01-11,P03,6.0,13.5,81.0,Delivered,,Web
BB000791,C0059,PET0073,2026-01-23,P03,6.0,13.5,81.0,Delivered,5,Web
BB000792,C0059,PET0073,2026-02-06,P03,3.0,13.5,40.5,Delivered,5,Web
BB000793,C0059,PET0073,2026-02-14,P03,4.0,13.5,54.0,Delivered,,Re-order Email
BB000794,C0059,PET0073,2026-02-22,P03,5.0,13.5,67.5,Delivered,,Pickup
BB000795,C0059,PET0073,2026-03-05,P03,3.0,13.5,40.5,Delivered,,Web
BB000796,C0059,PET0073,2026-03-13,P03,6.0,13.5,81.0,Delivered,,Re-order Email
BB000797,C0059,PET0073,2026-03-25,P03,7.0,13.5,94.5,Delivered,,Pickup
BB000798,C0059,PET0073,2026-04-07,P03,2.0,13.5,27.0,Delivered,,Pickup
BB000799,C0059,PET0073,2026-04-17,P03,5.0,13.5,67.5,Delivered,4,Web
BB000800,C0060,PET0074,2026-02-06,P06,7.0,14.5,101.5,Delivered,,Re-order Email
BB000801,C0060,PET0074,2026-02-19,P06,3.0,14.5,43.5,Delivered,,Web
BB000802,C0060,PET0074,2026-02-26,P06,5.0,14.5,72.5,Delivered,,Web
BB000803,C0060,PET0074,2026-03-09,P06,5.0,14.5,72.5,Delivered,5,Web
BB000804,C0060,PET0074,2026-03-18,P06,4.0,14.5,58.0,Delivered,5,Re-order Email
BB000805,C0060,PET0074,2026-03-25,P06,5.0,14.5,72.5,Delivered,,Re-order Email
BB000806,C0060,PET0074,2026-04-02,P03,3.0,13.5,40.5,Delivered,,Pickup
BB000807,C0060,PET0074,2026-04-15,P10,5.0,13.0,65.0,Delivered,5,Web
BB000808,C0060,PET0074,2026-04-27,P06,4.0,14.5,58.0,Delivered,,Web
BB000809,C0060,PET0075,2026-04-29,P03,4.0,13.5,54.0,Delivered,,Pickup
BB000810,C0061,PET0076,2026-02-22,P02,6.0,13.0,78.0,Delivered,3,Web
BB000811,C0061,PET0076,2026-03-06,P02,6.0,13.0,78.0,Delivered,,Web
BB000812,C0061,PET0076,2026-03-13,P02,7.0,13.0,91.0,Delivered,,Re-order Email
BB000813,C0061,PET0076,2026-03-21,P02,4.0,13.0,52.0,Delivered,5,Pickup
BB000814,C0061,PET0076,2026-04-03,P02,5.0,13.0,65.0,Delivered,5,Web
BB000815,C0061,PET0076,2026-04-16,P02,5.0,13.0,65.0,Delivered,5,Web
BB000816,C0061,PET0076,2026-04-24,P02,5.0,13.0,65.0,Delivered,,Re-order Email
BB000817,C0062,PET0077,2025-04-25,P10,3.0,13.0,39.0,Delivered,5,Web
BB000818,C0062,PET0077,2025-05-04,P01,6.0,14.5,87.0,Delivered,,Web
BB000819,C0062,PET0077,2025-05-14,P01,7.0,14.5,101.5,Delivered,,Web
BB000820,C0062,PET0077,2025-05-24,P01,2.0,14.5,29.0,Delivered,5,Re-order Email
BB000821,C0062,PET0077,2025-06-04,P08,5.0,15.5,77.5,Delivered,,Web
BB000822,C0062,PET0077,2025-06-15,P01,2.0,14.5,29.0,Delivered,,Web
BB000823,C0062,PET0077,2025-06-26,P04,5.0,14.0,70.0,Delivered,4,Web
BB000824,C0062,PET0077,2025-07-03,P01,6.0,14.5,87.0,Delivered,5,Web
BB000825,C0062,PET0077,2025-07-17,P10,6.0,13.0,78.0,Delivered,,Web
BB000826,C0062,PET0077,2025-07-26,P01,4.0,14.5,58.0,Delivered,5,Re-order Email
BB000827,C0062,PET0077,2025-08-09,P01,3.0,14.5,43.5,Delivered,,Web
BB000828,C0062,PET0077,2025-08-18,P01,4.0,14.5,58.0,Delivered,,Web
BB000829,C0062,PET0077,2025-08-25,P01,6.0,14.5,87.0,Delivered,5,Web
BB000830,C0062,PET0077,2025-09-04,P06,5.0,14.5,72.5,Delivered,,Web
BB000831,C0062,PET0077,2025-09-12,P01,3.0,14.5,43.5,Delivered,,Web
BB000832,C0062,PET0077,2025-09-26,P01,5.0,14.5,72.5,Delivered,,Web
BB000833,C0062,PET0077,2025-10-03,P10,7.0,13.0,91.0,Delivered,,Web
BB000834,C0062,PET0077,2025-10-13,P10,4.0,13.0,52.0,Delivered,,Re-order Email
BB000835,C0062,PET0077,2025-10-22,P09,7.0,12.5,87.5,Delivered,4,Web
BB000836,C0062,PET0077,2025-10-30,P01,4.0,14.5,58.0,Delivered,,Web
BB000837,C0062,PET0077,2025-11-13,P03,6.0,13.5,81.0,Delivered,,Web
BB000838,C0062,PET0077,2025-11-23,P01,6.0,14.5,87.0,Delivered,,Web
BB000839,C0062,PET0077,2025-12-07,P01,4.0,14.5,58.0,Delivered,,Re-order Email
BB000840,C0062,PET0077,2025-12-16,P07,5.0,13.5,67.5,Delivered,,Pickup
BB000841,C0062,PET0077,2025-12-23,P01,5.0,14.5,72.5,Delivered,,Pickup
BB000842,C0062,PET0077,2026-01-03,P08,4.0,15.5,62.0,Delivered,,Pickup
BB000843,C0062,PET0077,2026-01-12,P01,6.0,14.5,87.0,Delivered,5,Web
BB000844,C0062,PET0077,2026-01-21,P01,5.0,14.5,72.5,Delivered,,Web
BB000845,C0062,PET0077,2026-02-02,P01,6.0,14.5,87.0,Delivered,,Web
BB000846,C0062,PET0077,2026-02-09,P01,7.0,14.5,101.5,Delivered,5,Pickup
BB000847,C0062,PET0077,2026-02-21,P01,5.0,14.5,72.5,Delivered,5,Web
BB000848,C0062,PET0077,2026-03-03,P04,6.0,14.0,84.0,Delivered,,Pickup
BB000849,C0062,PET0077,2026-03-13,P01,4.0,14.5,58.0,Delivered,,Re-order Email
BB000850,C0062,PET0077,2026-03-21,P01,4.0,14.5,58.0,Delivered,,Web
BB000851,C0062,PET0077,2026-04-02,P01,5.0,14.5,72.5,Delivered,,Web
BB000852,C0062,PET0077,2026-04-11,P01,5.0,14.5,72.5,Delivered,,Re-order Email
BB000853,C0062,PET0077,2026-04-24,P01,2.0,14.5,29.0,Delivered,,Pickup
BB000854,C0063,PET0078,2025-07-07,P11,5.0,12.0,60.0,Delivered,,Web
BB000855,C0063,PET0078,2025-07-20,P06,7.0,14.5,101.5,Delivered,,Pickup
BB000856,C0063,PET0078,2025-07-28,P03,5.0,13.5,67.5,Delivered,,Pickup
BB000857,C0063,PET0078,2025-08-09,P11,4.0,12.0,48.0,Delivered,,Re-order Email
BB000858,C0063,PET0078,2025-08-16,P11,5.0,12.0,60.0,Delivered,,Pickup
BB000859,C0063,PET0078,2025-08-23,P09,5.0,12.5,62.5,Delivered,5,Web
BB000860,C0063,PET0078,2025-09-02,P11,4.0,12.0,48.0,Delivered,5,Web
BB000861,C0063,PET0078,2025-09-14,P11,6.0,12.0,72.0,Delivered,4,Web
BB000862,C0063,PET0078,2025-09-21,P11,7.0,12.0,84.0,Delivered,5,Web
BB000863,C0063,PET0078,2025-10-01,P11,3.0,12.0,36.0,Delivered,,Web
BB000864,C0063,PET0078,2025-10-08,P11,5.0,12.0,60.0,Delivered,,Pickup
BB000865,C0063,PET0078,2025-10-17,P11,5.0,12.0,60.0,Delivered,,Re-order Email
BB000866,C0063,PET0078,2025-10-29,P11,4.0,12.0,48.0,Delivered,5,Web
BB000867,C0063,PET0078,2025-11-08,P11,6.0,12.0,72.0,Delivered,,Web
BB000868,C0063,PET0078,2025-11-16,P11,4.0,12.0,48.0,Delivered,,Re-order Email
BB000869,C0063,PET0078,2025-11-27,P11,3.0,12.0,36.0,Delivered,,Web
BB000870,C0063,PET0078,2025-12-07,P11,7.0,12.0,84.0,Delivered,,Web
BB000871,C0063,PET0078,2025-12-14,P10,2.0,13.0,26.0,Delivered,,Web
BB000872,C0063,PET0078,2025-12-23,P10,3.0,13.0,39.0,Delivered,5,Web
BB000873,C0063,PET0078,2026-01-04,P11,7.0,12.0,84.0,Delivered,,Web
BB000874,C0063,PET0078,2026-01-13,P11,6.0,12.0,72.0,Delivered,,Web
BB000875,C0063,PET0078,2026-01-20,P02,3.0,13.0,39.0,Delivered,4,Pickup
BB000876,C0063,PET0078,2026-01-31,P11,4.0,12.0,48.0,Delivered,3,Web
BB000877,C0063,PET0078,2026-02-10,P11,4.0,12.0,48.0,Delivered,5,Web
BB000878,C0063,PET0078,2026-02-18,P08,2.0,15.5,31.0,Delivered,,Web
BB000879,C0063,PET0078,2026-03-01,P11,3.0,12.0,36.0,Delivered,,Re-order Email
BB000880,C0063,PET0078,2026-03-09,P11,4.0,12.0,48.0,Delivered,,Web
BB000881,C0063,PET0078,2026-03-22,P11,7.0,12.0,84.0,Delivered,,Web
BB000882,C0063,PET0078,2026-03-30,P11,4.0,12.0,48.0,Delivered,,Re-order Email
BB000883,C0063,PET0078,2026-04-11,P11,6.0,12.0,72.0,Delivered,,Web
BB000884,C0063,PET0078,2026-04-24,P07,5.0,13.5,67.5,Delivered,,Web
BB000885,C0064,PET0079,2026-03-18,P01,5.0,14.5,72.5,Delivered,5,Re-order Email
BB000886,C0064,PET0079,2026-03-29,P10,3.0,13.0,39.0,Delivered,5,Pickup
BB000887,C0064,PET0079,2026-04-10,P10,3.0,13.0,39.0,Delivered,5,Web
BB000888,C0064,PET0079,2026-04-21,P12,3.0,12.5,37.5,Delivered,4,Pickup
BB000889,C0065,PET0080,2025-03-16,P04,3.0,14.0,42.0,Delivered,4,Web
BB000890,C0065,PET0080,2025-03-24,P04,3.0,14.0,42.0,Delivered,,Web
BB000891,C0065,PET0080,2025-04-01,P04,4.0,14.0,56.0,Delivered,,Web
BB000892,C0065,PET0080,2025-04-15,P11,5.0,12.0,60.0,Delivered,5,Web
BB000893,C0065,PET0080,2025-04-27,P04,7.0,14.0,98.0,Delivered,5,Re-order Email
BB000894,C0065,PET0080,2025-05-07,P04,4.0,14.0,56.0,Delivered,4,Web
BB000895,C0065,PET0080,2025-05-20,P12,6.0,12.5,75.0,Delivered,,Web
BB000896,C0065,PET0080,2025-05-31,P03,5.0,13.5,67.5,Delivered,5,Web
BB000897,C0065,PET0080,2025-06-07,P10,5.0,13.0,65.0,Delivered,,Web
BB000898,C0065,PET0080,2025-06-17,P04,2.0,14.0,28.0,Delivered,,Pickup
BB000899,C0065,PET0080,2025-06-24,P04,7.0,14.0,98.0,Delivered,,Web
BB000900,C0065,PET0080,2025-07-03,P04,6.0,14.0,84.0,Delivered,,Web
BB000901,C0065,PET0080,2025-07-10,P04,5.0,14.0,70.0,Delivered,3,Web
BB000902,C0065,PET0080,2025-07-23,P04,4.0,14.0,56.0,Delivered,,Web
BB000903,C0065,PET0080,2025-07-31,P04,2.0,14.0,28.0,Delivered,5,Web
BB000904,C0065,PET0080,2025-08-10,P04,4.0,14.0,56.0,Delivered,,Pickup
BB000905,C0065,PET0080,2025-08-24,P04,3.0,14.0,42.0,Delivered,3,Web
BB000906,C0065,PET0080,2025-09-02,P03,4.0,13.5,54.0,Delivered,,Web
BB000907,C0065,PET0080,2025-09-14,P09,6.0,12.5,75.0,Delivered,5,Web
BB000908,C0065,PET0080,2025-09-25,P03,4.0,13.5,54.0,Delivered,5,Web
BB000909,C0065,PET0080,2025-10-09,P03,5.0,13.5,67.5,Delivered,4,Web
BB000910,C0065,PET0080,2025-10-21,P11,7.0,12.0,84.0,Delivered,5,Re-order Email
BB000911,C0065,PET0080,2025-10-28,P04,4.0,14.0,56.0,Delivered,3,Web
BB000912,C0065,PET0080,2025-11-08,P11,5.0,12.0,60.0,Delivered,5,Pickup
BB000913,C0065,PET0080,2025-11-18,P04,4.0,14.0,56.0,Delivered,5,Web
BB000914,C0065,PET0080,2025-11-29,P04,4.0,14.0,56.0,Delivered,5,Web
BB000915,C0065,PET0080,2025-12-13,P04,3.0,14.0,42.0,Delivered,,Web
BB000916,C0065,PET0080,2025-12-26,P12,5.0,12.5,62.5,Delivered,,Re-order Email
BB000917,C0065,PET0080,2026-01-07,P04,4.0,14.0,56.0,Delivered,,Pickup
BB000918,C0065,PET0080,2026-01-17,P04,5.0,14.0,70.0,Delivered,,Web
BB000919,C0065,PET0080,2026-01-28,P04,5.0,14.0,70.0,Delivered,3,Re-order Email
BB000920,C0065,PET0080,2026-02-09,P04,3.0,14.0,42.0,Delivered,5,Web
BB000921,C0065,PET0080,2026-02-17,P04,3.0,14.0,42.0,Delivered,4,Web
BB000922,C0065,PET0080,2026-03-03,P04,4.0,14.0,56.0,Delivered,5,Re-order Email
BB000923,C0065,PET0080,2026-03-12,P04,3.0,14.0,42.0,Delivered,,Web
BB000924,C0065,PET0080,2026-03-20,P03,4.0,13.5,54.0,Delivered,,Re-order Email
BB000925,C0065,PET0080,2026-03-28,P04,3.0,14.0,42.0,Delivered,,Web
BB000926,C0065,PET0080,2026-04-10,P04,6.0,14.0,84.0,Delivered,3,Re-order Email
BB000927,C0065,PET0080,2026-04-19,P04,4.0,14.0,56.0,Delivered,4,Web
BB000928,C0066,PET0081,2026-02-17,P10,6.0,13.0,78.0,Delivered,,Web
BB000929,C0066,PET0081,2026-03-01,P10,5.0,13.0,65.0,Delivered,,Pickup
BB000930,C0066,PET0081,2026-03-12,P08,5.0,15.5,77.5,Delivered,5,Pickup
BB000931,C0066,PET0081,2026-03-21,P01,3.0,14.5,43.5,Delivered,,Web
BB000932,C0067,PET0082,2025-04-13,P06,6.0,14.5,87.0,Delivered,,Web
BB000933,C0067,PET0082,2025-04-21,P06,7.0,14.5,101.5,Delivered,5,Pickup
BB000934,C0067,PET0082,2025-04-30,P06,4.0,14.5,58.0,Delivered,5,Web
BB000935,C0067,PET0082,2025-05-08,P10,6.0,13.0,78.0,Delivered,,Web
BB000936,C0067,PET0082,2025-05-20,P06,4.0,14.5,58.0,Delivered,5,Web
BB000937,C0067,PET0082,2025-05-29,P06,5.0,14.5,72.5,Delivered,,Web
BB000938,C0067,PET0082,2025-06-11,P06,4.0,14.5,58.0,Delivered,,Web
BB000939,C0067,PET0082,2025-06-22,P06,4.0,14.5,58.0,Delivered,5,Web
BB000940,C0067,PET0082,2025-07-02,P06,5.0,14.5,72.5,Delivered,,Pickup
BB000941,C0067,PET0082,2025-07-11,P06,4.0,14.5,58.0,Delivered,5,Web
BB000942,C0067,PET0082,2025-07-18,P06,4.0,14.5,58.0,Delivered,,Re-order Email
BB000943,C0067,PET0082,2025-07-26,P06,4.0,14.5,58.0,Delivered,,Web
BB000944,C0067,PET0082,2025-08-08,P06,3.0,14.5,43.5,Delivered,,Web
